code,name,series,element,tagemoji,tagname,wishlist,gen,owner,fought,frame,custom_frame,3D,morph,glow,bg,attack,defense,speed,hp,moves
mx38co,Demak,Yu-Gi-Oh! 5D's,wood,🤝,pcf,0,1603,N/A,N/A,0,N/A,false,false,N/A,N/A,46,53,34,211,"Ato, Ven"
mx33f4,Shinobu Kochou,Demon Slayer,ice,👍,ntb,1360,1722,N/A,N/A,0,N/A,false,false,N/A,N/A,26,33,41,206,"Rot, Spi"
mx30of,Ki-ja,Yona of the Dawn,wood,👍,ntb,15,1185,N/A,N/A,0,N/A,false,false,N/A,N/A,43,25,36,270,"Und, Pur"
mx2xnb,Eva Maria Rose,Armed Girl's Machiavellism,earth,🔥,burn,1,748,N/A,N/A,0,N/A,false,false,N/A,N/A,28,31,34,255,"Tem, Cos"
mx17q0,Levi,Unholy Blood,metal,N/A,N/A,4,1436,N/A,N/A,0,N/A,false,false,N/A,N/A,26,24,44,216,"Rot, Hel"
mx0yp9,Eugeo,SAO: Alicization,metal,🤝,pcf,82,1658,N/A,N/A,0,N/A,false,false,N/A,N/A,20,46,23,238,"Ven, Alm"
mx0tt6,Hayan Park,Unholy Blood,wood,🤝,pcf,28,510,N/A,N/A,0,N/A,false,false,N/A,N/A,30,50,44,300,"Ato, Sha"
mx0qv6,Mitsunari Ishida,Brave 10,void,🔥,burn,0,867,N/A,N/A,0,N/A,false,false,N/A,N/A,27,54,40,195,"Hel, Ser"
mx0oht,Ritsu Kawai,The Kawai Complex Guide to Manors and Hostel Behavior,metal,N/A,N/A,15,875,N/A,N/A,0,N/A,false,false,N/A,N/A,56,58,56,200,"Spi, Ven"
mx0mia,Ikekura Marina,Blue Archive,ice,🏫,ba,2,929,N/A,N/A,0,N/A,false,false,N/A,N/A,79,21,22,267,"Hol, Ato"
mx0kzb,Kouya,Kekkaishi,light,N/A,N/A,0,592,N/A,N/A,0,N/A,false,false,N/A,N/A,45,22,27,209,"Dru, Tem"
mx0hog,Qin Liangyu,Fate/Grand Order,earth,🏍️,fate,5,1215,N/A,N/A,0,N/A,false,false,N/A,N/A,35,47,32,191,"Hol, Cos"
mx0g8r,Shadow Shaman,Dota 2,wind,🤝,pcf,0,840,N/A,N/A,0,N/A,false,false,N/A,N/A,34,60,45,212,"Ser, Roc"
mx0ehd,Horikawa,Princess Principal,void,N/A,N/A,0,964,N/A,N/A,0,N/A,false,false,N/A,N/A,33,50,42,218,"Roc, Hyp"
mwzsqr,Ayame Yomogawa,Kabaneri of the Iron Fortress,fire,N/A,N/A,0,1726,N/A,N/A,0,N/A,false,false,N/A,N/A,45,29,22,265,"Rot, Und"
mwzqjx,Masaaki Nakanogane,Re:CREATORS,wood,N/A,N/A,0,1056,N/A,N/A,0,N/A,false,false,N/A,N/A,50,39,32,224,"Ser, Mys"
mwzbhi,Light Yagami,Death Note,ice,👍,ntb,476,1557,N/A,N/A,0,N/A,false,false,N/A,N/A,42,51,34,204,"Vis, Hol"
mwz7b2,Shuntaro Chishiya,Alice in Borderland,metal,🔥,burn,120,915,N/A,N/A,0,N/A,false,false,N/A,N/A,22,38,49,265,"Bli, Dru"
mwyxza,Vex,League of Legends,light,🤝,pcf,18,524,N/A,N/A,0,N/A,false,false,N/A,N/A,44,51,31,266,"Hel, Out"
mwyuai,Megalo,Interspecies Reviewers,metal,🔥,burn,0,1153,N/A,N/A,0,N/A,false,false,N/A,N/A,58,51,59,190,"Pur, Nec"
mwyfk1,Hirofumi Yoshida,Chainsaw Man,metal,👍,ntb,154,725,N/A,N/A,0,N/A,false,false,N/A,N/A,43,34,20,196,"Ref, Tem"
mwvrpo,Masataka Takayanagi,Tenjho Tenge,wind,N/A,N/A,0,1111,N/A,N/A,0,N/A,false,false,N/A,N/A,31,24,47,274,"Alm, Bli"
mwvex5,VP1915,Girls Frontline,earth,🔫,whatamifightingfor,0,1036,N/A,N/A,0,N/A,false,false,N/A,N/A,40,40,51,230,"Und, Ser"
mwv0zz,Lovro,Assassination Classroom,wind,N/A,N/A,1,598,N/A,N/A,0,N/A,false,false,N/A,N/A,31,54,40,238,"Hyp, Ser"
mwurgt,Merchant Head,Maria the Virgin Witch,fire,🔥,burn,0,1089,N/A,N/A,0,N/A,false,false,N/A,N/A,56,31,30,250,"Sha, Ven"
mwueza,Luminous,MapleStory,wind,N/A,N/A,0,926,N/A,N/A,0,N/A,false,false,N/A,N/A,20,36,59,259,"Ato, Vis"
mwubsy,Shin Sakai,From the New World,wood,N/A,N/A,0,772,N/A,N/A,0,N/A,false,false,N/A,N/A,28,58,56,207,"Ser, Spi"
mwuaqa,Zangief,Street Fighter,fire,N/A,N/A,2,810,N/A,N/A,0,N/A,false,false,N/A,N/A,30,43,48,254,"Bli, Tem"
mwu93y,Yamato Godai,Nanbaka,light,N/A,N/A,0,1213,N/A,N/A,0,N/A,false,false,N/A,N/A,54,42,36,228,"Eth, Vor"
mwu7sv,Kohji Takau,Rebuild of Evangelion,metal,🔥,burn,1,882,N/A,N/A,0,N/A,false,false,N/A,N/A,47,40,36,248,"Dru, Gra"
mwu3cv,Marie,The Aristocats,ice,N/A,N/A,9,527,N/A,N/A,0,N/A,false,false,N/A,N/A,33,30,60,241,"Alm, Ven"
mwttk1,Shinkan,Shironeko Project,light,N/A,N/A,0,655,N/A,N/A,0,N/A,false,false,N/A,N/A,48,58,26,193,"Spi, Ser"
mwtrt3,Man Chong,Dynasty Warriors,metal,🔥,burn,0,743,N/A,N/A,0,N/A,false,false,N/A,N/A,38,27,42,204,"Rot, Dru"
mwtoge,Nobuko Ishihara,Lovely Complex,light,🤝,pcf,0,726,N/A,N/A,0,N/A,false,false,N/A,N/A,42,74,24,218,"Eth, Nec"
mwtkjo,Abraham Dawson,Banana Fish,ice,🔥,burn,1,1251,N/A,N/A,0,N/A,false,false,N/A,N/A,38,46,62,279,"Ref, Hol"
mwti6k,Kraken,Ben 10,fire,🔥,burn,2,1181,N/A,N/A,0,N/A,false,false,N/A,N/A,57,28,93,296,"Alm, Mys"
mwrtx9,Momoko Souichirou,The Pet Girl of Sakurasou,wood,N/A,N/A,0,879,N/A,N/A,0,N/A,false,false,N/A,N/A,34,49,39,241,"Tau, Out"
mwrgy3,Morgana,League of Legends,wind,🤝,pcf,22,1331,N/A,N/A,0,N/A,false,false,N/A,N/A,31,42,46,257,"Ser, Hyp"
mwr9k6,Zawra,Granblue Fantasy,light,🔥,burn,0,578,N/A,N/A,0,N/A,false,false,N/A,N/A,26,48,55,232,"Mys, Nec"
mwr6w4,Kaede Nonohara,Hayate the Combat Butler,ice,N/A,N/A,0,522,N/A,N/A,0,N/A,false,false,N/A,N/A,58,38,41,228,"Ser, Sha"
mwr59r,Shuutarou Kurusu,Mars Red,earth,🔥,burn,10,1581,N/A,N/A,0,N/A,false,false,N/A,N/A,40,80,21,224,"Dra, Dru"
mwr37h,Kandata,Aoi Bungaku Series,fire,N/A,N/A,5,606,N/A,N/A,0,N/A,false,false,N/A,N/A,43,35,55,209,"Har, Ser"
mwqr2w,Paladinte,Leveling With The Gods,ice,🔥,burn,0,788,N/A,N/A,0,N/A,false,false,N/A,N/A,59,49,52,230,"Ser, Ven"
mwqm6i,Eru Miru,Plastic Memories,earth,🔥,burn,0,616,N/A,N/A,0,N/A,false,false,N/A,N/A,57,36,35,192,"Dru, Ser"
mwqi25,Osa,Tom Clancy's Rainbow Six Siege,metal,👍,ntb,0,1828,N/A,N/A,0,N/A,false,false,N/A,N/A,59,40,53,200,"Nec, Hel"
mwq4tp,Spica,Dream Eater Merry,ice,🔥,burn,0,512,N/A,N/A,0,N/A,false,false,N/A,N/A,20,39,24,205,"Spi, Tim"
mwq1df,Fuyuki Yamamoto,Oddtaxi,earth,🔥,burn,0,621,N/A,N/A,0,N/A,false,false,N/A,N/A,34,40,52,300,"Rot, Bli"
mwpwsv,Ibuki Kajii,Coppelion,light,🔥,burn,0,553,N/A,N/A,0,N/A,false,false,N/A,N/A,24,31,29,207,"Alm, Pur"
mwpt3w,Afaka,Granblue Fantasy,wood,N/A,N/A,0,960,N/A,N/A,0,N/A,false,false,N/A,N/A,28,36,35,207,"Out, Ato"
mwpoen,Yuu Kaneshiro,Ben-To,earth,🔥,burn,0,312,N/A,N/A,0,N/A,false,false,N/A,N/A,43,59,27,202,"Bli, Spi"
mwpmj4,Maximilian Kasin Ashet,"Father, I Don't Want This Marriage",wood,🤝,pcf,10,665,N/A,N/A,0,N/A,false,false,N/A,N/A,52,52,22,274,"Cos, Bod"
mwpjra,Ine Makigami,Air Gear,void,🔥,burn,0,463,N/A,N/A,0,N/A,false,false,N/A,N/A,60,24,33,223,"Ser, Vor"
mwpii5,Eho,Alchemy Stars,earth,N/A,N/A,0,990,N/A,N/A,0,N/A,false,false,N/A,N/A,29,86,45,219,"Und, Eth"
mwpg8g,KoiyaVT,Independent VTubers,void,🤝,pcf,0,1646,N/A,N/A,0,N/A,false,false,N/A,N/A,35,21,54,222,"Ato, Pur"
mwp32a,Privaty,NIKKE,wind,🔥,burn,9,1821,N/A,N/A,0,N/A,false,false,N/A,N/A,40,58,24,233,"Hyp, Vis"
mwosca,Chisato Arashi,Love Live! Superstar!!,light,🔥,burn,6,766,N/A,N/A,0,N/A,false,false,N/A,N/A,40,28,43,264,"Hyp, Nec"
mworfk,Chadder,Animal Crossing: New Horizons,light,⏸️,animalprison,1,380,N/A,N/A,0,N/A,false,false,N/A,N/A,54,40,78,190,"Eth, Rot"
mwol68,Yamato Mizoguchi,Space Brothers,wind,🔥,burn,0,571,N/A,N/A,0,N/A,false,false,N/A,N/A,41,40,48,211,"Hel, Rot"
mwojps,Miyako,AKIRA,wind,🔥,burn,1,461,N/A,N/A,0,N/A,false,false,N/A,N/A,27,61,43,259,"Pur, Ato"
mwoh11,Cadenza,The Betrayal Knows My Name,ice,🔥,burn,0,881,N/A,N/A,0,N/A,false,false,N/A,N/A,24,44,36,231,"Dra, Ref"
mwofw1,Oryx,Tom Clancy's Rainbow Six Siege,void,👍,ntb,2,1147,N/A,N/A,0,N/A,false,false,N/A,N/A,36,29,27,200,"Bod, Sha"
mwoedy,Fumi-san,Sweet Blue Flowers,wood,🔥,burn,0,506,N/A,N/A,0,N/A,false,false,N/A,N/A,45,57,40,211,"Bod, Alm"
mwmgae,Maskuma,The Little Lies We All Tell,fire,🔥,burn,0,1538,N/A,N/A,0,N/A,false,false,N/A,N/A,20,35,38,297,"Tem, Gra"
mwmdej,Choux,Epic Seven,void,🔥,burn,1,849,N/A,N/A,0,N/A,false,false,N/A,N/A,71,23,27,248,"Eth, Ato"
mwm803,Swain,League of Legends,metal,🤝,pcf,10,798,N/A,N/A,0,N/A,false,false,N/A,N/A,39,47,20,248,"Hel, Bod"
mwlmx6,Hassan of Serenity,Fate/Prototype,wind,🏍️,fate,3,1071,N/A,N/A,0,N/A,false,false,N/A,N/A,24,38,22,192,"Dra, Ato"
mwll30,Joochan,Golden Child,light,🔥,burn,4,808,N/A,N/A,0,N/A,false,false,N/A,N/A,20,48,43,279,"Ven, Und"
mwli9e,Byeong-Il,Sweet Home,void,🔥,burn,1,346,N/A,N/A,0,N/A,false,false,N/A,N/A,72,60,54,318,"Out, Sha"
mwlcra,Katsumi Takahashi,Ahiru no Sora,fire,🔥,burn,0,496,N/A,N/A,0,N/A,false,false,N/A,N/A,23,59,59,330,"Pur, Dru"
mwlabo,Halfdan,Vinland Saga,metal,🔥,burn,0,1505,N/A,N/A,0,N/A,false,false,N/A,N/A,32,60,56,224,"Dru, Bli"
mwl88x,Seborga,Hetalia,wood,🔥,burn,2,37,N/A,N/A,0,N/A,false,false,N/A,N/A,42,46,56,199,"Tem, Cos"
mwl6ey,Sergeant Murasaki,Dragon Ball,wind,🔥,burn,3,1086,N/A,N/A,0,N/A,false,false,N/A,N/A,42,46,45,206,"Ser, Hyp"
mwl1ev,Fodla,Kamihime Project,wood,🔥,burn,0,934,N/A,N/A,0,N/A,false,false,N/A,N/A,65,22,59,213,"Und, Har"
mwkz7t,Basara,Samurai Shodown,void,🔥,burn,1,776,N/A,N/A,0,N/A,false,false,N/A,N/A,26,37,46,269,"Eth, Hyp"
mwkxoe,Kou Ogino,Kaguya-sama: Love is War,earth,🤝,pcf,2,1484,N/A,N/A,0,N/A,false,false,N/A,N/A,53,40,24,212,"Und, Bli"
mwkrkk,Rimi Ushigome,BanG Dream!,fire,🔥,burn,13,772,N/A,N/A,0,N/A,false,false,N/A,N/A,46,41,31,194,"Mys, Gra"
mwkpsp,Nosepass,Pokemon Generation III,wind,🔥,burn,2,766,N/A,N/A,0,N/A,false,false,N/A,N/A,60,32,41,257,"Tim, Ven"
mwkhux,Suzume Amano,Princess Connect! Re Dive,wood,👸,priconne,0,757,N/A,N/A,0,N/A,false,false,N/A,N/A,60,31,31,300,"Har, Hol"
mwkfgz,Ulaanbaatar,Tokyo Afterschool Summoners,ice,🔥,burn,0,896,N/A,N/A,0,N/A,false,false,N/A,N/A,39,60,27,236,"Bli, Vis"
mwkece,Shirasu Azusa,Blue Archive,void,🏫,ba,50,1358,N/A,N/A,0,N/A,false,false,N/A,N/A,51,28,51,270,"Out, Hol"
mwk9yv,Shinako Sugimoto,Sweet Blue Flowers,ice,🔥,burn,0,783,N/A,N/A,0,N/A,false,false,N/A,N/A,41,54,59,212,"Out, Har"
mwk6li,Baal,Fate/Grand Order,earth,🏍️,fate,2,758,N/A,N/A,0,N/A,false,false,N/A,N/A,42,37,46,255,"Ser, Spi"
mwjzj2,Kotarou Tennouji,Rewrite,light,🔥,burn,3,37,N/A,N/A,0,N/A,false,false,N/A,N/A,39,32,29,206,"Cos, Rot"
mwjvmp,Himeka Akishino,Oreshura,void,🔥,burn,0,838,N/A,N/A,0,N/A,false,false,N/A,N/A,58,52,54,227,"Gra, Rot"
mwjr8l,Sakata Kintoki (Rider),Fate/Grand Order,void,🏍️,fate,0,554,N/A,N/A,0,N/A,false,false,N/A,N/A,58,25,43,284,"Dru, Nec"
mwjpp9,Shinobu Miyake,Urusei Yatsura,ice,🔥,burn,0,750,N/A,N/A,0,N/A,false,false,N/A,N/A,46,23,43,238,"Und, Ser"
mwjnje,Miach,Granblue Fantasy,earth,🔥,burn,0,533,N/A,N/A,0,N/A,false,false,N/A,N/A,49,36,56,225,"Dru, Ref"
mwh9yz,Matthieu,Alchemy Stars,light,🔥,burn,1,599,N/A,N/A,0,N/A,false,false,N/A,N/A,82,28,22,216,"Tim, Out"
mwh6le,Mikihisa Asakura,Shaman King,void,🔥,burn,1,555,N/A,N/A,0,N/A,false,false,N/A,N/A,33,46,26,251,"Bli, Rot"
mwgr53,Talon,Call of Duty,fire,🔥,burn,5,663,N/A,N/A,0,N/A,false,false,N/A,N/A,40,50,59,245,"Spi, Bli"
mwgokh,Dio Brando,JoJo's Bizarre Adventure,fire,😼,ultanul,397,1005,N/A,N/A,0,N/A,false,false,N/A,N/A,20,22,44,191,"Hel, Ser"
mwg9uv,Erron Black,Mortal Kombat,metal,🤝,pcf,6,585,N/A,N/A,0,N/A,false,false,N/A,N/A,53,40,53,299,"Mys, Har"
mwfyyq,David Kawena,Lilo & Stitch,ice,🔥,burn,3,1051,N/A,N/A,0,N/A,false,false,N/A,N/A,51,31,27,244,"Cos, Und"
mwfskt,Sweden,Hetalia,void,🔥,burn,1,613,N/A,N/A,0,N/A,false,false,N/A,N/A,50,48,47,264,"Dra, Roc"
mwfjut,Thetis,Lore Olympus,earth,🔥,burn,1,807,N/A,N/A,0,N/A,false,false,N/A,N/A,55,35,71,207,"Dra, Out"
mwfcf4,Chantal,Maria the Virgin Witch,void,🔥,burn,0,642,N/A,N/A,0,N/A,false,false,N/A,N/A,44,51,48,196,"Cos, Eth"
mwfb50,Stormfly,How to Train Your Dragon,wood,👍,ntb,8,1095,N/A,N/A,0,N/A,false,false,N/A,N/A,26,44,23,241,"Nec, Spi"
mwf3fc,Aram,Drifters,ice,🔥,burn,0,755,N/A,N/A,0,N/A,false,false,N/A,N/A,45,21,50,300,"Roc, Hel"
mwew7n,Takane Lui,Hololive,earth,🤝,pcf,40,947,N/A,N/A,0,N/A,false,false,N/A,N/A,31,26,45,249,"Hel, Tem"
mwev64,Ushimaru,Senran Kagura: New Wave,light,🤝,pcf,5,660,N/A,N/A,0,N/A,false,false,N/A,N/A,21,23,59,230,"Out, Mys"
mwesew,Greg Fou Seberg,Trapped in a Dating Sim: The World of Otome Games is Tough for Mobs,light,🔥,burn,0,964,N/A,N/A,0,N/A,false,false,N/A,N/A,55,30,60,250,"Alm, Out"
mwemzl,Wataru,Pretty Rhythm: Aurora Dream,earth,🔥,burn,1,387,N/A,N/A,0,N/A,false,false,N/A,N/A,38,21,47,226,"Alm, Ref"
mwe547,Liliana Kranjcar,Campione!,void,🔥,burn,0,772,N/A,N/A,0,N/A,false,false,N/A,N/A,51,49,58,263,"Tem, Roc"
mwcgpd,Janna,League of Legends,wood,🤝,pcf,12,1324,N/A,N/A,0,N/A,false,false,N/A,N/A,28,31,28,223,"Tau, Eth"
mwcezn,Otoha Umeki,THE iDOLM@STER Cinderella Girls,wind,🔥,burn,2,705,N/A,N/A,0,N/A,false,false,N/A,N/A,28,59,53,254,"Ser, Sha"
mwc94y,Leos Vincent,Nijisanji,ice,🤝,pcf,0,1335,N/A,N/A,0,N/A,false,false,N/A,N/A,43,21,50,265,"Hel, Out"
mwc81s,Kurou Yatogami,K-Project,ice,🔥,burn,10,1163,N/A,N/A,0,N/A,false,false,N/A,N/A,34,32,29,225,"Tem, Rot"
mwc6pf,Misuzu Wakatsuki,Aiura,wood,🔥,burn,0,1136,N/A,N/A,0,N/A,false,false,N/A,N/A,33,30,20,208,"Ref, Bli"
mwc5k4,Masamune Date,Horizon in the Middle of Nowhere II,earth,🔥,burn,0,158,N/A,N/A,0,N/A,false,false,N/A,N/A,41,21,33,192,"Mys, Har"
mwc4ee,Lancelot,Fate/Zero,light,🏍️,fate,5,1064,N/A,N/A,0,N/A,false,false,N/A,N/A,40,38,49,251,"Hel, Roc"
mwc1oh,Touma Amagase,THE iDOLM@STER SideM,ice,🔥,burn,0,773,N/A,N/A,0,N/A,false,false,N/A,N/A,26,39,79,216,"Hol, Sha"
mwbozg,Milly Ashford,Code Geass: Lelouch of the Rebellion,void,😼,ultanul,2,1497,N/A,N/A,0,N/A,false,false,N/A,N/A,28,22,34,280,"Und, Out"
mwbmep,Mabashi,Bleach,void,🔥,burn,0,141,N/A,N/A,0,N/A,false,false,N/A,N/A,40,60,29,266,"Tim, Nec"
mwb0ad,Maya Kihara,Toradora!,wind,🤝,pcf,0,644,N/A,N/A,0,N/A,false,false,N/A,N/A,46,37,34,211,"Mys, Cos"
mwawqc,Kuki Shinobu,Genshin Impact,metal,👍,ntb,113,405,N/A,N/A,0,N/A,false,false,N/A,N/A,41,54,20,202,"Dra, Hol"
mwau28,Yu Yang,Here U Are,metal,🔥,burn,26,990,N/A,N/A,0,N/A,false,false,N/A,N/A,36,77,81,254,"Rot, Und"
mwabp3,Xin Ju,Kingdom: Season 2,metal,🔥,burn,0,550,N/A,N/A,0,N/A,false,false,N/A,N/A,43,30,32,204,"Hel, Tau"
mwa84u,Maria La Hire,The Pilot's Love Song,light,🔥,burn,0,523,N/A,N/A,0,N/A,false,false,N/A,N/A,27,41,47,194,"Out, Spi"
mwa72e,Faldania,Restaurant to Another World,light,🔥,burn,0,53,N/A,N/A,0,N/A,false,false,N/A,N/A,40,57,28,255,"Ato, Sha"
mw9wm4,Davy Jones,Pirates of the Caribbean,wood,👍,ntb,6,1521,N/A,N/A,0,N/A,false,false,N/A,N/A,52,55,56,217,"Alm, Vor"
mw9utu,Bartender,One Piece: Dead End,wood,🔥,burn,0,674,N/A,N/A,0,N/A,false,false,N/A,N/A,49,24,50,191,"Pur, Tim"
mw9q48,Nike,Kamihime Project,earth,🔥,burn,1,556,N/A,N/A,0,N/A,false,false,N/A,N/A,89,52,21,262,"Gra, Dra"
mw9oz7,Father Aoi,Natsume's Book of Friends,light,🔥,burn,0,929,N/A,N/A,0,N/A,false,false,N/A,N/A,37,74,60,239,"Tim, Hol"
mw9h54,Bane,Mobile Legends,wood,🔥,burn,1,792,N/A,N/A,0,N/A,false,false,N/A,N/A,28,31,47,277,"Roc, Ref"
mw9bjf,B.O.B.,Overwatch,wood,👍,ntb,7,1622,N/A,N/A,0,N/A,false,false,N/A,N/A,21,30,31,224,"Hel, Out"
mw9a59,Shiori Shiomiya,The World God Only Knows: Goddesses,wood,🔥,burn,3,742,N/A,N/A,0,N/A,false,false,N/A,N/A,20,58,40,234,"Tim, Mys"
mw984s,Fukuura,"WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Unpopular!",wind,🔥,burn,0,659,N/A,N/A,0,N/A,false,false,N/A,N/A,45,34,23,218,"Hel, Rot"
mw96f3,Niko,Blue Archive,earth,🏫,ba,4,1145,N/A,N/A,0,N/A,false,false,N/A,N/A,51,28,28,272,"Tim, Har"
mw93ag,Mei Fang Liu,Blassreiter,ice,🔥,burn,2,381,N/A,N/A,0,N/A,false,false,N/A,N/A,56,42,22,227,"Bli, Tim"
mw922n,Nana,woo!ah!,void,🔥,burn,2,831,N/A,N/A,0,N/A,false,false,N/A,N/A,46,29,23,243,"Hel, Ser"
mw6f3l,Akosi Dogie,PH VTubers,light,🤝,pcf,19,1090,N/A,N/A,0,N/A,false,false,N/A,N/A,39,43,32,224,"Ser, Tim"
mw6dpp,Johan Andersen,Yu-Gi-Oh! GX,fire,🤝,pcf,2,952,N/A,N/A,0,N/A,false,false,N/A,N/A,30,48,22,214,"Bod, Dru"
mw6bjc,Tamao Ichinose,Rosario x Vampire,void,🔥,burn,1,1078,N/A,N/A,0,N/A,false,false,N/A,N/A,40,23,45,264,"Alm, Out"
mw63jg,Jerome Karlstahl,86,earth,🔥,burn,1,995,N/A,N/A,0,N/A,false,false,N/A,N/A,32,22,33,260,"Dra, Ser"
mw60a0,Yarandrala,"Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside",wind,🔥,burn,1,503,N/A,N/A,0,N/A,false,false,N/A,N/A,40,23,56,278,"Spi, Bod"
mw5x1k,Van Grants,Tales of the Abyss,ice,👍,ntb,0,970,N/A,N/A,0,N/A,false,false,N/A,N/A,28,56,48,212,"Eth, Rot"
mw5o0a,Miu Ashihara,Domestic Girlfriend,light,🔥,burn,0,1207,N/A,N/A,0,N/A,false,false,N/A,N/A,35,58,34,221,"Spi, Dra"
mw5l06,Valkana,The Lost Village,metal,🔥,burn,1,609,N/A,N/A,0,N/A,false,false,N/A,N/A,34,77,31,275,"Und, Vis"
mw5gct,Yakumo Kokonoe,The Irregular at Magic High School,metal,🔥,burn,1,611,N/A,N/A,0,N/A,false,false,N/A,N/A,35,70,49,264,"Ref, Dru"
mw4mtb,Nagisa Imau,Selection Project,metal,🔥,burn,1,709,N/A,N/A,0,N/A,false,false,N/A,N/A,57,43,23,266,"Gra, Bli"
mw4k96,Daruma,One Piece,earth,🤝,pcf,0,932,N/A,N/A,0,N/A,false,false,N/A,N/A,58,35,46,249,"Hel, Out"
mw44ic,Ponta,"The ""Hentai"" Prince and the Stony Cat.",void,🔥,burn,0,625,N/A,N/A,0,N/A,false,false,N/A,N/A,56,78,45,268,"Tau, Ato"
mw41z2,Lulu,Flavors of Youth,void,🔥,burn,1,562,N/A,N/A,0,N/A,false,false,N/A,N/A,60,44,33,233,"Mys, Dru"
mw2ald,Takehito Mochizuki,Sirius the Jaeger,metal,🔥,burn,1,1013,N/A,N/A,0,N/A,false,false,N/A,N/A,41,50,38,228,"Tim, Gra"
mw1xgn,Wild Boar,BNA: Brand New Animal,ice,🔥,burn,0,708,N/A,N/A,0,N/A,false,false,N/A,N/A,56,79,90,228,"Ato, Eth"
mw1wcm,Conis,One Piece,light,🔥,burn,1,833,N/A,N/A,0,N/A,false,false,N/A,N/A,20,27,23,288,"Vis, Out"
mw1qqe,Samson,Animal Crossing: New Horizons,wind,🔥,burn,0,563,N/A,N/A,0,N/A,false,false,N/A,N/A,27,22,24,275,"Spi, Eth"
mw1b8r,Tsuchinaga Hiyori,Blue Archive,light,🏫,ba,3,998,N/A,N/A,0,N/A,false,false,N/A,N/A,53,32,60,215,"Cos, Vor"
mw158e,Nene Sakura,New Game!,wood,🔥,burn,4,544,N/A,N/A,0,N/A,false,false,N/A,N/A,51,21,35,253,"Gra, Tau"
mw13i4,Yang Nari,Nijisanji,light,🤝,pcf,2,928,N/A,N/A,0,N/A,false,false,N/A,N/A,27,37,42,210,"Hel, Spi"
mw11dh,Esfan,The Heroic Legend of Arslan,wind,🔥,burn,0,184,N/A,N/A,0,N/A,false,false,N/A,N/A,41,46,52,227,"Hyp, Ato"
mw100c,Tatsumi,Boruto: Naruto Next Generations,wind,🌬️,windmill,0,1488,N/A,N/A,0,N/A,false,false,N/A,N/A,27,30,20,203,"Bli, Ser"
mw0xmu,Alisaie,Final Fantasy XIV,void,🤝,pcf,9,803,N/A,N/A,0,N/A,false,false,N/A,N/A,60,82,41,198,"Ref, Vor"
mw0vqx,Kazuma Mikura,Air Gear,void,🔥,burn,3,1242,N/A,N/A,0,N/A,false,false,N/A,N/A,47,60,42,236,"Dra, Vis"
mw0tx7,Reika Kitakami,THE iDOLM@STER Million Live!,wind,🔥,burn,3,692,N/A,N/A,0,N/A,false,false,N/A,N/A,43,55,34,212,"Pur, Roc"
mw0sne,Arche Eeb Rile Furt,Overlord III,ice,🔥,burn,0,678,N/A,N/A,0,N/A,false,false,N/A,N/A,25,23,21,273,"Nec, Hel"
mw0muz,Sailor Venus,Sailor Moon,wind,🤝,pcf,48,604,N/A,N/A,0,N/A,false,false,N/A,N/A,36,32,39,193,"Und, Hol"
mw0knz,Romulus-Quirinus,Fate/Grand Order,wind,🏍️,fate,2,742,N/A,N/A,0,N/A,false,false,N/A,N/A,46,47,46,230,"Tem, Mys"
mw0938,Bonnie,Five Nights at Freddy's,earth,🔥,burn,55,1205,N/A,N/A,0,N/A,false,false,N/A,N/A,83,27,20,262,"Ven, Dru"
mw056o,Nemo,Heaven's Memo Pad,ice,🔥,burn,0,858,N/A,N/A,0,N/A,false,false,N/A,N/A,58,29,33,191,"Tim, Mys"
mvzxfk,Shopkeeper,Nyan Koi!,wood,🔥,burn,0,81,N/A,N/A,0,N/A,false,false,N/A,N/A,51,20,28,260,"Bod, Tem"
mvzmm8,Luciana Estevez,Blood Blockade Battlefront & Beyond,earth,🔥,burn,1,624,N/A,N/A,0,N/A,false,false,N/A,N/A,20,36,40,296,"Tau, Dru"
mvzdt5,Skeleton,Minecraft,wood,🔥,burn,7,138,N/A,N/A,0,N/A,false,false,N/A,N/A,55,41,38,226,"Vis, Pur"
mvz9az,Nobiyo,Granblue Fantasy,light,🔥,burn,1,1275,N/A,N/A,0,N/A,false,false,N/A,N/A,52,63,57,217,"Sha, Nec"
mvz3kb,Kokkoro Natsume,Princess Connect! Re Dive,wind,👸,priconne,42,1924,N/A,N/A,0,N/A,false,false,N/A,N/A,57,32,50,298,"Out, Pur"
mvz2db,Shin Reglia,The Misfit of Demon King Academy,fire,🔥,burn,0,617,N/A,N/A,0,N/A,false,false,N/A,N/A,26,21,29,263,"Ven, Vis"
mvz13i,Takeshi Yamato,Idaten Jump,wind,🔥,burn,3,770,N/A,N/A,0,N/A,false,false,N/A,N/A,38,36,52,231,"Hyp, Ven"
mvyzzv,Mito Uzumaki,Naruto: Shippuden,light,🔥,burn,3,1716,N/A,N/A,0,N/A,false,false,N/A,N/A,25,28,57,223,"Tem, Eth"
mvyyyf,James,Pokemon People,light,👍,ntb,35,1503,N/A,N/A,0,N/A,false,false,N/A,N/A,29,66,53,196,"Hel, Dra"
